anio,provincia_id,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,Rendimiento_Real_kgxha,Rendimiento_Predicho_kgxha,Error_Absoluto_kgxha,Error_Relativo_pct,Provincia_Nombre
2003,54,400,400,850,2125,1848.52,276.48,13.01,Misiones
2020,6,38820,38620,98432,2549,2566.47,17.47,0.69,Buenos Aires
1973,82,2400,1800,1450,806,1237.03,431.03,53.48,Santa Fe
2010,6,47700,47200,144100,3053,2945.91,107.09,3.51,Buenos Aires
1989,82,1500,1500,3000,2000,1820.63,179.37,8.97,Santa Fe
2016,66,120,120,300,2500,2497.52,2.48,0.1,Salta
1990,14,91000,86500,181700,2101,2056.04,44.96,2.14,Córdoba
1985,30,400,350,560,1600,1519.89,80.11,5.01,Entre Ríos
1954,54,300,150,150,1000,980.64,19.36,1.94,Misiones
1970,54,800,800,1600,2000,1740.25,259.75,12.99,Misiones
1984,54,500,500,550,1100,1244.18,144.18,13.11,Misiones
2002,6,2200,2150,3800,1767,1789.88,22.88,1.29,Buenos Aires
1993,22,29000,25500,35700,1400,1527.18,127.18,9.08,Chaco
2012,6,9500,9050,22970,2538,2276.87,261.13,10.29,Buenos Aires
2019,18,140,140,364,2600,2546.47,53.53,2.06,Corrientes
1987,6,45000,44800,109000,2433,2296.58,136.42,5.61,Buenos Aires
1992,42,1100,1000,2000,2000,1746.9,253.1,12.65,La Pampa
1997,14,45100,45100,116900,2592,2641.84,49.84,1.92,Córdoba
2021,6,21700,21500,66800,3107,2646.14,460.86,14.83,Buenos Aires
2008,22,46930,39820,31856,800,931.78,131.78,16.47,Chaco
1978,38,250,250,425,1700,1531.64,168.36,9.9,Jujuy
2006,6,129551,129551,288567,2227,2244.64,17.64,0.79,Buenos Aires
2021,82,283584,283384,976872,3447,3287.89,159.11,4.62,Santa Fe
1974,6,130,130,234,1800,1582.0,218.0,12.11,Buenos Aires
2012,82,195000,195000,617000,3164,3153.65,10.35,0.33,Santa Fe
2016,82,145000,144072,427476,2967,3015.94,48.94,1.65,Santa Fe
1942,6,1,0,0,0,0.0,0.0,,Buenos Aires
1995,86,1200,1100,1200,1091,1604.15,513.15,47.04,Santiago del Estero
1941,86,60,60,36,600,725.93,125.93,20.99,Santiago del Estero
1975,14,1200,1200,1440,1200,1341.54,141.54,11.8,Córdoba
1988,66,2000,1000,1500,1500,1557.69,57.69,3.85,Salta
2000,6,23700,23700,66100,2789,2687.28,101.72,3.65,Buenos Aires
1979,18,5000,4965,7350,1480,1670.72,190.72,12.89,Corrientes
2021,6,53179,53179,58890,1107,1302.88,195.88,17.69,Buenos Aires
1984,66,30,30,60,2000,1699.13,300.87,15.04,Salta
1979,6,20,0,0,0,0.0,0.0,,Buenos Aires
2013,30,41000,40930,94139,2300,2380.75,80.75,3.51,Entre Ríos
2001,14,24000,24000,72000,3000,2836.67,163.33,5.44,Córdoba
1993,6,8400,8250,13700,1661,1754.5,93.5,5.63,Buenos Aires
2008,74,9000,9000,14400,1600,1974.19,374.19,23.39,San Luis
1997,6,13000,12300,22100,1797,2007.19,210.19,11.7,Buenos Aires
1998,86,31700,31200,73000,2340,2416.96,76.96,3.29,Santiago del Estero
1998,86,440,440,900,2045,1852.21,192.79,9.43,Santiago del Estero
1942,30,50,30,12,400,462.67,62.67,15.67,Entre Ríos
1985,14,300,300,570,1900,1673.32,226.68,11.93,Córdoba
2010,54,220,210,551,2624,1912.73,711.27,27.11,Misiones
2004,22,10603,10603,16310,1538,2041.87,503.87,32.76,Chaco
1981,90,200,190,300,1579,1777.22,198.22,12.55,Tucumán
2004,6,98459,98459,349077,3545,3502.17,42.83,1.21,Buenos Aires
2022,30,134000,83000,76520,922,1004.45,82.45,8.94,Entre Ríos
1973,54,900,800,1555,1944,1544.86,399.14,20.53,Misiones
2020,6,141513,132313,359002,2713,2611.25,101.75,3.75,Buenos Aires
2022,14,56238,53588,79892,1491,1537.66,46.66,3.13,Córdoba
1976,6,250,250,325,1300,1387.97,87.97,6.77,Buenos Aires
1942,54,100,100,90,900,977.12,77.12,8.57,Misiones
1997,6,200,200,600,3000,1885.05,1114.95,37.17,Buenos Aires
1984,82,171000,171000,357000,2088,2257.52,169.52,8.12,Santa Fe
1987,22,70,70,120,1714,1649.63,64.37,3.76,Chaco
1984,6,37000,37000,55500,1500,1546.97,46.97,3.13,Buenos Aires
2009,6,4100,4030,10225,2537,2245.57,291.43,11.49,Buenos Aires
2016,54,30,27,57,2111,2448.42,337.42,15.98,Misiones
2006,82,30000,28200,66800,2369,2274.45,94.55,3.99,Santa Fe
1958,54,30,27,27,1000,980.23,19.77,1.98,Misiones
1974,30,60,55,74,1345,1344.23,0.77,0.06,Entre Ríos
2008,6,13000,10400,11770,1132,1518.55,386.55,34.15,Buenos Aires
2004,22,78768,75738,106169,1402,1404.29,2.29,0.16,Chaco
2022,34,4100,4100,7660,1868,1693.22,174.78,9.36,Formosa
2003,30,98500,98500,160600,1630,1661.24,31.24,1.92,Entre Ríos
2021,6,87000,86000,252400,2935,3009.49,74.49,2.54,Buenos Aires
1972,82,100,100,100,1000,1126.1,126.1,12.61,Santa Fe
1971,6,800,800,1040,1300,1408.13,108.13,8.32,Buenos Aires
2003,90,36500,36150,74000,2047,2195.68,148.68,7.26,Tucumán
2018,14,247809,238931,876753,3669,3298.86,370.14,10.09,Córdoba
2016,86,5000,5000,15000,3000,2774.66,225.34,7.51,Santiago del Estero
1984,6,50,50,85,1700,1610.67,89.33,5.25,Buenos Aires
1985,14,200,200,240,1200,1484.11,284.11,23.68,Córdoba
1992,6,15000,13000,20800,1600,1778.02,178.02,11.13,Buenos Aires
1991,14,10000,10000,18000,1800,1931.85,131.85,7.32,Córdoba
2001,86,10000,10000,23000,2300,2207.54,92.46,4.02,Santiago del Estero
2020,22,63300,60600,100500,1658,1626.09,31.91,1.92,Chaco
2018,6,52359,52359,199459,3809,3680.63,128.37,3.37,Buenos Aires
1966,82,150,140,140,1000,1033.87,33.87,3.39,Santa Fe
2015,22,200,192,250,1302,2356.04,1054.04,80.96,Chaco
2015,14,91293,91293,315026,3451,3485.69,34.69,1.01,Córdoba
2012,6,1900,1900,6900,3632,2396.39,1235.61,34.02,Buenos Aires
1985,6,3000,3000,6000,2000,1974.4,25.6,1.28,Buenos Aires
2016,6,89628,89078,340630,3824,3778.74,45.26,1.18,Buenos Aires
1994,14,38300,38300,46100,1204,1407.98,203.98,16.94,Córdoba
1989,6,7000,6200,9000,1452,1571.48,119.48,8.23,Buenos Aires
1998,82,22000,22000,55000,2500,2532.4,32.4,1.3,Santa Fe
2020,6,28048,27821,82684,2972,2886.03,85.97,2.89,Buenos Aires
1992,82,245000,231500,485200,2096,2205.77,109.77,5.24,Santa Fe
1984,6,600,600,1080,1800,1661.46,138.54,7.7,Buenos Aires
2008,82,72500,48900,27200,556,698.46,142.46,25.62,Santa Fe
1986,6,2000,2000,4000,2000,1877.16,122.84,6.14,Buenos Aires
1989,22,10000,10000,17100,1710,1803.88,93.88,5.49,Chaco
1986,82,188000,182200,354000,1943,2171.08,228.08,11.74,Santa Fe
1975,14,50,50,60,1200,1190.7,9.3,0.77,Córdoba
2012,22,41000,28000,36400,1300,1427.52,127.52,9.81,Chaco
1993,6,500,300,300,1000,1264.45,264.45,26.44,Buenos Aires
2012,86,121310,121310,169834,1400,1474.1,74.1,5.29,Santiago del Estero
2011,38,950,950,2470,2600,1970.5,629.5,24.21,Jujuy
1973,14,4500,4500,5400,1200,1393.29,193.29,16.11,Córdoba
1984,6,2000,2000,2699,1350,1608.07,258.07,19.12,Buenos Aires
1988,54,7000,7000,15000,2143,1947.46,195.54,9.12,Misiones
2021,66,120,120,184,1533,1849.47,316.47,20.64,Salta
2011,30,21000,20800,46640,2242,2338.91,96.91,4.32,Entre Ríos
1942,30,120,80,32,400,513.63,113.63,28.41,Entre Ríos
2009,18,40,40,50,1250,1711.2,461.2,36.9,Corrientes
2019,90,500,500,1350,2700,2710.78,10.78,0.4,Tucumán
1963,82,1000,950,1040,1095,1021.42,73.58,6.72,Santa Fe
1983,54,1600,1600,2900,1813,1744.46,68.54,3.78,Misiones
1994,6,34000,34000,65600,1929,1944.14,15.14,0.78,Buenos Aires
2018,38,920,920,2576,2800,2574.02,225.98,8.07,Jujuy
2013,6,110100,98700,122420,1240,1304.59,64.59,5.21,Buenos Aires
1987,6,5000,5000,10000,2000,1951.24,48.76,2.44,Buenos Aires
2017,22,39020,37980,79758,2100,2256.84,156.84,7.47,Chaco
2019,14,438173,429269,1339542,3121,3390.99,269.99,8.65,Córdoba
1962,54,170,145,130,897,998.31,101.31,11.29,Misiones
1981,82,80400,79100,181930,2300,2212.31,87.69,3.81,Santa Fe
1990,14,25000,24800,59500,2399,2263.72,135.28,5.64,Córdoba
1985,34,600,600,1200,2000,1675.62,324.38,16.22,Formosa
1995,6,400,360,468,1300,1450.96,150.96,11.61,Buenos Aires
1990,6,5500,5000,10000,2000,1900.96,99.04,4.95,Buenos Aires
2006,42,42800,41700,97800,2345,2341.2,3.8,0.16,La Pampa
2022,86,30500,30500,73900,2423,2247.38,175.62,7.25,Santiago del Estero
1973,6,1000,960,1300,1354,1351.97,2.03,0.15,Buenos Aires
1991,6,600,600,1100,1833,1663.6,169.4,9.24,Buenos Aires
1980,6,100,100,170,1700,1659.4,40.6,2.39,Buenos Aires
2004,14,111082,107346,354616,3303,3184.33,118.67,3.59,Córdoba
2019,74,12000,12000,18000,1500,2324.1,824.1,54.94,San Luis
1972,54,2500,2250,2700,1200,1409.66,209.66,17.47,Misiones
1993,6,64000,64000,134800,2106,2189.15,83.15,3.95,Buenos Aires
2009,30,90000,90000,267000,2967,2991.77,24.77,0.83,Entre Ríos
2017,30,87500,84000,138900,1654,1737.23,83.23,5.03,Entre Ríos
1996,82,82000,75000,79600,1061,1516.63,455.63,42.94,Santa Fe
1997,6,25000,23500,42300,1800,1964.9,164.9,9.16,Buenos Aires
2000,6,700,670,1100,1642,1831.51,189.51,11.54,Buenos Aires
2018,30,148800,148225,410563,2770,2683.89,86.11,3.11,Entre Ríos
1999,82,110000,110000,220500,2005,2071.67,66.67,3.32,Santa Fe
1990,22,8500,8500,13000,1529,1716.66,187.66,12.27,Chaco
1998,22,1000,1000,2200,2200,1914.84,285.16,12.96,Chaco
2022,6,10600,10600,28340,2674,1805.29,868.71,32.49,Buenos Aires
2016,42,25000,20900,54340,2600,2479.19,120.81,4.65,La Pampa
1992,10,2100,2100,4200,2000,1893.1,106.9,5.35,Catamarca
1995,30,100,100,200,2000,1783.54,216.46,10.82,Entre Ríos
1994,82,274000,273200,659300,2413,2272.01,140.99,5.84,Santa Fe
2000,30,65000,64850,202000,3115,3065.65,49.35,1.58,Entre Ríos
2012,6,54700,54400,50750,933,1113.9,180.9,19.39,Buenos Aires
1986,66,4000,4000,7500,1875,1895.92,20.92,1.12,Salta
2007,90,39670,39670,111076,2800,2997.35,197.35,7.05,Tucumán
1995,90,2000,1800,2340,1300,1546.54,246.54,18.96,Tucumán
2005,86,2500,2300,4329,1882,1776.34,105.66,5.61,Santiago del Estero
1999,6,1500,1460,3900,2671,1860.63,810.37,30.34,Buenos Aires
2023,34,1930,1930,1930,1000,1657.03,657.03,65.7,Formosa
2007,86,198000,198000,362920,1833,1946.6,113.6,6.2,Santiago del Estero
2007,22,55000,55000,118756,2159,2324.93,165.93,7.69,Chaco
2009,54,220,210,551,2624,1912.73,711.27,27.11,Misiones
2001,22,62000,62000,143000,2306,2289.41,16.59,0.72,Chaco
1998,6,1000,800,1000,1250,1778.74,528.74,42.3,Buenos Aires
1989,66,20000,20000,52000,2600,2312.75,287.25,11.05,Salta
2013,6,157300,155900,268590,1723,1742.73,19.73,1.14,Buenos Aires
1976,14,1000,900,1620,1800,1579.81,220.19,12.23,Córdoba
1982,6,2100,2100,3000,1429,1618.92,189.92,13.29,Buenos Aires
2018,6,29815,29815,118368,3970,3746.85,223.15,5.62,Buenos Aires
2020,6,23900,23900,71645,2998,2728.82,269.18,8.98,Buenos Aires
2008,6,136848,132826,165369,1245,1333.85,88.85,7.14,Buenos Aires
2007,14,4500,4500,8871,1971,2140.11,169.11,8.58,Córdoba
1942,82,218,182,86,473,850.13,377.13,79.73,Santa Fe
1964,66,58,58,52,897,990.75,93.75,10.45,Salta
2021,18,1875,1875,2613,1394,2036.07,642.07,46.06,Corrientes
2006,6,25700,25700,83530,3250,3040.9,209.1,6.43,Buenos Aires
2020,86,75500,75500,259450,3436,3429.84,6.16,0.18,Santiago del Estero
2011,30,125000,124650,274900,2205,2249.65,44.65,2.02,Entre Ríos
2005,82,87000,84000,153733,1830,1955.34,125.34,6.85,Santa Fe
2019,86,4000,4000,12000,3000,2882.42,117.58,3.92,Santiago del Estero
1987,6,4000,4000,7200,1800,1882.06,82.06,4.56,Buenos Aires
1982,34,300,0,0,0,0.0,0.0,,Formosa
2007,22,95000,95000,227915,2399,2425.8,26.8,1.12,Chaco
1996,66,12500,12200,25700,2107,2032.72,74.28,3.53,Salta
1992,86,3000,2800,7600,2714,2288.62,425.38,15.67,Santiago del Estero
1996,6,10650,10350,20200,1952,2036.3,84.3,4.32,Buenos Aires
1978,6,540,540,1070,1981,1659.47,321.53,16.23,Buenos Aires
1997,82,22000,18000,32400,1800,1749.78,50.22,2.79,Santa Fe
1985,82,65000,65000,156000,2400,2308.43,91.57,3.82,Santa Fe
2015,6,191388,191388,654993,3422,3406.78,15.22,0.44,Buenos Aires
1980,22,20,0,0,0,0.0,0.0,,Chaco
1991,30,500,500,700,1400,1621.14,221.14,15.8,Entre Ríos
1999,6,31200,28500,47400,1663,1820.13,157.13,9.45,Buenos Aires
1975,90,16018,16018,28913,1805,1810.45,5.45,0.3,Tucumán
2001,6,2100,2100,4000,1905,1817.53,87.47,4.59,Buenos Aires
2000,6,13000,12950,24100,1861,2031.66,170.66,9.17,Buenos Aires
2006,82,284550,284550,996210,3501,3241.64,259.36,7.41,Santa Fe
2022,6,41109,41109,109665,2668,2573.49,94.51,3.54,Buenos Aires
1980,30,2300,2240,3341,1492,1672.78,180.78,12.12,Entre Ríos
1990,6,36000,35400,70800,2000,2021.41,21.41,1.07,Buenos Aires
2015,6,5847,5547,13598,2451,2641.42,190.42,7.77,Buenos Aires
2016,86,2000,2000,6000,3000,2660.76,339.24,11.31,Santiago del Estero
2021,6,113602,113602,377214,3320,3366.76,46.76,1.41,Buenos Aires
1978,6,8000,8000,16000,2000,1888.8,111.2,5.56,Buenos Aires
2010,22,9900,9850,20685,2100,2161.79,61.79,2.94,Chaco
2005,82,198000,198000,547780,2767,2754.37,12.63,0.46,Santa Fe
2001,30,108000,108000,298600,2765,2772.29,7.29,0.26,Entre Ríos
1983,82,81500,81000,208000,2568,2339.22,228.78,8.91,Santa Fe
2016,86,8500,8370,25947,3100,2675.64,424.36,13.69,Santiago del Estero
2014,22,440,400,1000,2500,2369.22,130.78,5.23,Chaco
2009,74,18000,18000,28800,1600,1973.28,373.28,23.33,San Luis
1983,22,400,400,550,1375,1414.92,39.92,2.9,Chaco
1978,38,810,810,1053,1300,1594.32,294.32,22.64,Jujuy
2006,6,75000,75000,197500,2633,2662.73,29.73,1.13,Buenos Aires
2000,22,20000,20000,40000,2000,2165.4,165.4,8.27,Chaco
2016,10,27600,26010,68927,2650,2611.02,38.98,1.47,Catamarca
1990,6,17700,17600,38900,2210,2012.78,197.22,8.92,Buenos Aires
2002,6,60550,60550,193400,3194,3163.33,30.67,0.96,Buenos Aires
2016,6,39000,36150,105190,2910,2841.39,68.61,2.36,Buenos Aires
1980,30,700,660,845,1280,1565.85,285.85,22.33,Entre Ríos
1973,38,100,100,125,1250,1254.78,4.78,0.38,Jujuy
1996,6,46500,31000,21600,697,891.47,194.47,27.9,Buenos Aires
1972,18,20,20,24,1200,1119.4,80.6,6.72,Corrientes
1977,6,7900,7900,15500,1962,1916.16,45.84,2.34,Buenos Aires
1971,54,3500,3200,4160,1300,1351.73,51.73,3.98,Misiones
2011,6,107500,103180,277190,2686,2678.1,7.9,0.29,Buenos Aires
2022,66,9575,9575,16263,1698,1734.52,36.52,2.15,Salta
1981,6,300,300,600,2000,1773.27,226.73,11.34,Buenos Aires
1983,30,700,700,950,1357,1606.79,249.79,18.41,Entre Ríos
2007,82,75000,71500,155128,2170,2271.53,101.53,4.68,Santa Fe
2005,6,58250,58250,164609,2826,2896.15,70.15,2.48,Buenos Aires
2005,30,126000,124800,281070,2252,2292.25,40.25,1.79,Entre Ríos
2014,6,96000,95000,249300,2624,2694.01,70.01,2.67,Buenos Aires
1972,22,100,80,80,1000,1049.72,49.72,4.97,Chaco
1995,34,120,120,240,2000,1640.34,359.66,17.98,Formosa
2021,6,27000,27000,84600,3133,2856.63,276.37,8.82,Buenos Aires
1988,30,7000,5000,7500,1500,1582.17,82.17,5.48,Entre Ríos
2001,6,24000,23700,66400,2802,2705.89,96.11,3.43,Buenos Aires
2002,6,10950,10900,35600,3266,2740.89,525.11,16.08,Buenos Aires
1974,30,110,90,112,1244,1206.76,37.24,2.99,Entre Ríos
2015,22,1500,1500,3450,2300,2387.26,87.26,3.79,Chaco
2010,30,37500,37500,94300,2515,2500.65,14.35,0.57,Entre Ríos
2013,38,4150,4150,10790,2600,2438.84,161.16,6.2,Jujuy
1996,82,32000,30000,35500,1183,1389.01,206.01,17.41,Santa Fe
1979,82,2000,1900,1700,895,1155.24,260.24,29.08,Santa Fe
1995,6,17400,17400,23900,1374,1612.23,238.23,17.34,Buenos Aires
1994,6,37000,36900,63900,1732,1794.66,62.66,3.62,Buenos Aires
1953,54,450,250,250,1000,944.21,55.79,5.58,Misiones
1991,6,15000,14250,31400,2204,2084.97,119.03,5.4,Buenos Aires
2015,74,2200,2200,5940,2700,2560.04,139.96,5.18,San Luis
1996,14,3000,3000,6200,2067,2039.25,27.75,1.34,Córdoba
2012,86,20000,20000,20000,1000,1341.0,341.0,34.1,Santiago del Estero
2004,6,101994,101994,327638,3212,3214.01,2.01,0.06,Buenos Aires
1987,6,270,270,400,1481,1601.38,120.38,8.13,Buenos Aires
1981,6,55000,55000,110523,2010,2115.6,105.6,5.25,Buenos Aires
1978,18,500,450,585,1300,1358.15,58.15,4.47,Corrientes
2007,82,230000,230000,700877,3047,3101.68,54.68,1.79,Santa Fe
1997,6,1800,1785,3000,1681,1792.99,111.99,6.66,Buenos Aires
1986,6,13300,13300,26400,1985,2002.12,17.12,0.86,Buenos Aires
2005,82,650500,638328,2293222,3593,3209.76,383.24,10.67,Santa Fe
1975,14,3000,2800,2800,1000,1332.12,332.12,33.21,Córdoba
2005,6,100000,99800,321298,3219,3214.19,4.81,0.15,Buenos Aires
2007,6,950,240,300,1250,1666.64,416.64,33.33,Buenos Aires
2013,86,8000,8000,17600,2200,2433.94,233.94,10.63,Santiago del Estero
2021,66,1510,1510,2840,1881,2095.47,214.47,11.4,Salta
2010,18,1100,1090,1640,1505,1785.77,280.77,18.66,Corrientes
1992,6,30200,29200,41200,1411,1684.75,273.75,19.4,Buenos Aires
1996,66,18500,18500,38900,2103,1990.74,112.26,5.34,Salta
1996,6,7550,7050,11600,1645,1817.28,172.28,10.47,Buenos Aires
1999,66,19000,18500,46300,2503,2408.08,94.92,3.79,Salta
2022,6,87000,87000,176800,2032,2125.23,93.23,4.59,Buenos Aires
2010,6,9400,9260,19651,2122,2251.56,129.56,6.11,Buenos Aires
2021,82,10000,9000,15930,1770,2217.68,447.68,25.29,Santa Fe
1985,30,200,200,300,1500,1515.36,15.36,1.02,Entre Ríos
2023,54,1323,1323,5292,4000,3546.47,453.53,11.34,Misiones
1968,82,200,200,200,1000,1092.92,92.92,9.29,Santa Fe
2010,6,96900,94900,260610,2746,2764.29,18.29,0.67,Buenos Aires
2017,6,9770,7020,6510,927,2110.91,1183.91,127.71,Buenos Aires
1976,90,9935,9905,16000,1615,1681.38,66.38,4.11,Tucumán
1995,6,4000,3800,6460,1700,1784.52,84.52,4.97,Buenos Aires
2009,30,189000,189000,571500,3024,3019.96,4.04,0.13,Entre Ríos
2021,86,30500,30500,85400,2800,2587.09,212.91,7.6,Santiago del Estero
1993,14,15000,15000,33000,2200,2068.3,131.7,5.99,Córdoba
1980,82,4000,3300,5400,1636,1691.3,55.3,3.38,Santa Fe
1983,22,500,500,550,1100,1257.68,157.68,14.33,Chaco
2022,86,15500,15500,23250,1500,1670.71,170.71,11.38,Santiago del Estero
1977,82,400,320,450,1406,1434.52,28.52,2.03,Santa Fe
1976,82,500,400,640,1600,1616.15,16.15,1.01,Santa Fe
1984,82,222000,218500,492850,2256,2234.46,21.54,0.95,Santa Fe
1942,18,1,1,1,1000,838.37,161.63,16.16,Corrientes
2015,6,117590,116500,414250,3556,3473.98,82.02,2.31,Buenos Aires
2003,14,37000,36000,41400,1150,1496.86,346.86,30.16,Córdoba
2012,14,308900,308900,617800,2000,2236.87,236.87,11.84,Córdoba
1992,82,22000,20900,50200,2402,2238.3,163.7,6.81,Santa Fe
1981,6,100,0,0,0,0.0,0.0,,Buenos Aires
1983,6,9200,9200,20900,2272,2089.6,182.4,8.03,Buenos Aires
1986,6,1500,900,1350,1500,1558.31,58.31,3.89,Buenos Aires
2015,22,52200,50800,106680,2100,2089.76,10.24,0.49,Chaco
2012,14,283550,283550,701500,2474,2559.76,85.76,3.47,Córdoba
2019,30,30500,30500,63800,2092,2286.55,194.55,9.3,Entre Ríos
2000,6,41000,40200,72400,1801,1971.38,170.38,9.46,Buenos Aires
2003,14,570,570,965,1693,1804.44,111.44,6.58,Córdoba
2007,86,2000,2000,4480,2240,1852.14,387.86,17.32,Santiago del Estero
2014,54,420,420,1218,2900,2481.21,418.79,14.44,Misiones
1993,18,900,900,1700,1889,1666.94,222.06,11.76,Corrientes
1971,90,7000,5500,3866,703,1177.57,474.57,67.51,Tucumán
2000,6,55000,53000,134100,2530,2500.81,29.19,1.15,Buenos Aires
1997,6,21300,21300,50400,2366,2417.85,51.85,2.19,Buenos Aires
1997,6,7200,7150,12000,1678,1907.68,229.68,13.69,Buenos Aires
1995,86,2300,2100,2800,1333,1602.56,269.56,20.22,Santiago del Estero
2016,6,159037,143637,571723,3980,3472.11,507.89,12.76,Buenos Aires
1997,22,4500,4000,7200,1800,2045.31,245.31,13.63,Chaco
1972,22,50,35,45,1286,1147.27,138.73,10.79,Chaco
2017,10,100,100,120,1200,2260.84,1060.84,88.4,Catamarca
2017,90,68000,67100,181170,2700,2666.54,33.46,1.24,Tucumán
1991,6,55000,53500,112500,2103,2168.16,65.16,3.1,Buenos Aires
2013,6,213900,203900,628540,3083,2943.84,139.16,4.51,Buenos Aires
1971,90,300,200,160,800,906.09,106.09,13.26,Tucumán
1988,82,125000,65000,100000,1538,1531.87,6.13,0.4,Santa Fe
2022,86,5600,5600,14392,2570,1809.7,760.3,29.58,Santiago del Estero
1992,18,300,250,400,1600,1595.76,4.24,0.26,Corrientes
1986,6,44000,44000,88000,2000,2049.7,49.7,2.48,Buenos Aires
2000,22,20000,20000,40000,2000,2165.4,165.4,8.27,Chaco
2008,6,41000,35600,41920,1178,1433.32,255.32,21.67,Buenos Aires
2014,90,350,350,770,2200,2463.07,263.07,11.96,Tucumán
2002,18,200,200,700,3500,1880.36,1619.64,46.28,Corrientes
1995,6,16000,16000,32800,2050,1995.53,54.47,2.66,Buenos Aires
2010,82,15000,15000,27000,1800,1975.78,175.78,9.77,Santa Fe
2020,54,250,240,768,3200,2596.27,603.73,18.87,Misiones
2020,86,58100,58100,174300,3000,3020.47,20.47,0.68,Santiago del Estero
2010,6,7300,4700,4660,991,1297.17,306.17,30.9,Buenos Aires
2014,82,143000,143000,392800,2747,2743.32,3.68,0.13,Santa Fe
2009,6,145400,145400,435500,2995,3020.8,25.8,0.86,Buenos Aires
2009,18,500,500,400,800,1692.14,892.14,111.52,Corrientes
1978,66,60,60,84,1400,1339.02,60.98,4.36,Salta
2001,22,300,300,800,2667,1842.02,824.98,30.93,Chaco
1997,6,500,470,700,1489,1766.71,277.71,18.65,Buenos Aires
1996,54,200,200,300,1500,1507.62,7.62,0.51,Misiones
1972,34,760,760,836,1100,1406.35,306.35,27.85,Formosa
2019,6,116000,115000,462140,4019,3856.3,162.7,4.05,Buenos Aires
1989,30,300,300,540,1800,1655.42,144.58,8.03,Entre Ríos
2011,30,175000,175000,442400,2528,2671.59,143.59,5.68,Entre Ríos
1980,38,50,50,90,1800,1702.91,97.09,5.39,Jujuy
1998,14,21000,17550,25900,1476,1597.0,121.0,8.2,Córdoba
1981,18,145,145,203,1400,1547.91,147.91,10.57,Corrientes
1973,14,50,50,60,1200,1190.7,9.3,0.77,Córdoba
2006,6,29100,29100,107180,3683,3086.89,596.11,16.19,Buenos Aires
1983,6,100,100,180,1800,1709.93,90.07,5.0,Buenos Aires
2013,6,39000,39000,77700,1992,2289.38,297.38,14.93,Buenos Aires
1997,54,90,0,0,0,0.0,0.0,,Misiones
2014,6,105175,105175,270210,2569,2615.39,46.39,1.81,Buenos Aires
1992,6,6000,4200,2900,690,1048.95,358.95,52.02,Buenos Aires
1976,30,250,240,360,1500,1480.49,19.51,1.3,Entre Ríos
2006,30,27100,26900,72860,2709,2678.6,30.4,1.12,Entre Ríos
2001,42,4000,4000,5700,1425,1929.62,504.62,35.41,La Pampa
1981,18,10,10,16,1600,1353.77,246.23,15.39,Corrientes
2007,42,57500,56200,132100,2351,2431.94,80.94,3.44,La Pampa
1971,18,700,140,122,871,1015.61,144.61,16.6,Corrientes
1999,82,25000,23500,37600,1600,1821.0,221.0,13.81,Santa Fe
1982,66,1200,1200,2400,2000,1832.75,167.25,8.36,Salta
2010,6,72850,72850,250740,3442,3314.47,127.53,3.71,Buenos Aires
1969,54,75,71,61,859,983.74,124.74,14.52,Misiones
1981,90,8000,7840,11000,1403,1715.67,312.67,22.29,Tucumán
1974,6,200,50,70,1400,1308.4,91.6,6.54,Buenos Aires
2001,18,270,270,500,1852,1780.15,71.85,3.88,Corrientes
2005,6,27600,27350,84152,3077,2935.37,141.63,4.6,Buenos Aires
2001,42,7500,7300,15000,2055,2042.72,12.28,0.6,La Pampa
1982,30,150,150,195,1300,1391.53,91.53,7.04,Entre Ríos
1986,82,30000,30000,57000,1900,1949.22,49.22,2.59,Santa Fe
1982,14,35000,34500,62100,1800,1845.64,45.64,2.54,Córdoba
2014,90,400,380,912,2400,2461.24,61.24,2.55,Tucumán
2016,22,1561,1501,2702,1800,2315.57,515.57,28.64,Chaco
2012,54,5,5,12,2400,1843.72,556.28,23.18,Misiones
1982,6,8500,8500,14400,1694,1809.54,115.54,6.82,Buenos Aires
2018,6,20706,20706,48318,2334,2491.12,157.12,6.73,Buenos Aires
1995,14,18000,18000,46800,2600,2323.9,276.1,10.62,Córdoba
2000,90,180000,180000,329400,1830,1914.28,84.28,4.61,Tucumán
1998,6,26000,23700,60000,2532,2455.63,76.37,3.02,Buenos Aires
2010,6,28000,27650,59325,2146,2239.0,93.0,4.33,Buenos Aires
2007,22,1500,1500,3059,2039,1834.59,204.41,10.02,Chaco
2007,82,182800,182800,650217,3557,3469.65,87.35,2.46,Santa Fe
2000,6,25000,21000,35800,1705,1839.16,134.16,7.87,Buenos Aires
1991,22,1400,1400,2700,1929,1769.35,159.65,8.28,Chaco
2015,6,352700,349600,1146880,3281,3385.72,104.72,3.19,Buenos Aires
2009,6,27000,27000,67200,2489,2562.58,73.58,2.96,Buenos Aires
2008,6,95000,95000,132000,1389,1505.27,116.27,8.37,Buenos Aires
2011,90,480,480,1104,2300,2420.4,120.4,5.23,Tucumán
2007,6,27500,27500,68338,2485,2477.64,7.36,0.3,Buenos Aires
2005,14,140000,112000,280859,2508,2355.82,152.18,6.07,Córdoba
1996,82,97000,89000,96400,1083,1395.26,312.26,28.83,Santa Fe
